UID,ANSWER,ANNOTATOR
MPATHY-000075-0004,3,A11YEGD0RQ9AF9
TPCCHT-000017-15,4,A2K3RY63E2Y45R
MPATHY-000041-0005,1,A2K3RY63E2Y45R
ATTENTION-CHECK-344M16OZLN0S53MJK1POKFLULN0ENH-3,1,A2K3RY63E2Y45R
TPCCHT-000006-18,4,A2K3RY63E2Y45R
MPATHY-000075-0004,4,A2K3RY63E2Y45R
TPCCHT-000020-8,1,A12ATVBE1I4567
ATTENTION-CHECK-3OND0WXMI100V708H3UBFVOYZBRHEB-2,2,A12ATVBE1I4567
MPATHY-000001-0002,4,A12ATVBE1I4567
TPCCHT-000019-20,2,A12ATVBE1I4567
MPATHY-000092-0003,4,A12ATVBE1I4567
TPCCHT-000020-8,2,AU75DIKTVX5GP
ATTENTION-CHECK-3OND0WXMI100V708H3UBFVOYZBRHEB-2,4,AU75DIKTVX5GP
MPATHY-000001-0002,1,AU75DIKTVX5GP
TPCCHT-000019-20,3,AU75DIKTVX5GP
MPATHY-000092-0003,1,AU75DIKTVX5GP
TPCCHT-000020-8,1,AP9FLILLQQRPD
ATTENTION-CHECK-3OND0WXMI100V708H3UBFVOYZBRHEB-2,2,AP9FLILLQQRPD
MPATHY-000001-0002,3,AP9FLILLQQRPD
TPCCHT-000019-20,2,AP9FLILLQQRPD
MPATHY-000092-0003,3,AP9FLILLQQRPD
TPCCHT-000020-8,1,A33B85TN97HQ33
ATTENTION-CHECK-3OND0WXMI100V708H3UBFVOYZBRHEB-2,1,A33B85TN97HQ33
MPATHY-000001-0002,4,A33B85TN97HQ33
TPCCHT-000019-20,1,A33B85TN97HQ33
MPATHY-000092-0003,4,A33B85TN97HQ33
TPCCHT-000020-8,1,AHYMROQDBR2G4
ATTENTION-CHECK-3OND0WXMI100V708H3UBFVOYZBRHEB-2,2,AHYMROQDBR2G4
MPATHY-000001-0002,3,AHYMROQDBR2G4
TPCCHT-000019-20,2,AHYMROQDBR2G4
MPATHY-000092-0003,3,AHYMROQDBR2G4
MPATHY-000031-0004,4,A103BJIOJSDJL1
MPATHY-000067-0003,3,A103BJIOJSDJL1
TPCCHT-000007-8,4,A103BJIOJSDJL1
ATTENTION-CHECK-36JW4WBR1B5S1L04CEEHXD9YBC6HFT-4,4,A103BJIOJSDJL1
MPATHY-000048-0003,4,A103BJIOJSDJL1
MPATHY-000031-0004,4,A33B85TN97HQ33
MPATHY-000067-0003,4,A33B85TN97HQ33
TPCCHT-000007-8,4,A33B85TN97HQ33
ATTENTION-CHECK-36JW4WBR1B5S1L04CEEHXD9YBC6HFT-4,1,A33B85TN97HQ33
MPATHY-000048-0003,1,A33B85TN97HQ33
MPATHY-000031-0004,3,A1NUW3AISE7RZC
MPATHY-000067-0003,3,A1NUW3AISE7RZC
TPCCHT-000007-8,2,A1NUW3AISE7RZC
ATTENTION-CHECK-36JW4WBR1B5S1L04CEEHXD9YBC6HFT-4,4,A1NUW3AISE7RZC
MPATHY-000048-0003,3,A1NUW3AISE7RZC
MPATHY-000031-0004,4,A18T9V3QVDOGCY
MPATHY-000067-0003,4,A18T9V3QVDOGCY
TPCCHT-000007-8,4,A18T9V3QVDOGCY
ATTENTION-CHECK-36JW4WBR1B5S1L04CEEHXD9YBC6HFT-4,1,A18T9V3QVDOGCY
MPATHY-000048-0003,1,A18T9V3QVDOGCY
MPATHY-000031-0004,4,A217EABA3OH0KL
MPATHY-000067-0003,4,A217EABA3OH0KL
TPCCHT-000007-8,4,A217EABA3OH0KL
ATTENTION-CHECK-36JW4WBR1B5S1L04CEEHXD9YBC6HFT-4,1,A217EABA3OH0KL
MPATHY-000048-0003,1,A217EABA3OH0KL
TPCCHT-000008-9,4,A2J6S7QR4CGXTW
MPATHY-000112-0006,2,A2J6S7QR4CGXTW
TPCCHT-000009-17,1,A2J6S7QR4CGXTW
TPCCHT-000010-7,4,A2J6S7QR4CGXTW
ATTENTION-CHECK-39WSF6KUW76ANOMVLGP1Z4LZBX5EOW-5,2,A2J6S7QR4CGXTW
TPCCHT-000008-9,1,A1MS8GKOJWXZ0R
MPATHY-000112-0006,1,A1MS8GKOJWXZ0R
TPCCHT-000009-17,1,A1MS8GKOJWXZ0R
TPCCHT-000010-7,1,A1MS8GKOJWXZ0R
ATTENTION-CHECK-39WSF6KUW76ANOMVLGP1Z4LZBX5EOW-5,1,A1MS8GKOJWXZ0R
TPCCHT-000008-9,4,AU26PZZBE7NKF
MPATHY-000112-0006,1,AU26PZZBE7NKF
TPCCHT-000009-17,1,AU26PZZBE7NKF
TPCCHT-000010-7,4,AU26PZZBE7NKF
ATTENTION-CHECK-39WSF6KUW76ANOMVLGP1Z4LZBX5EOW-5,1,AU26PZZBE7NKF
TPCCHT-000008-9,3,A1GT4NK0VO5RFQ
MPATHY-000112-0006,2,A1GT4NK0VO5RFQ
TPCCHT-000009-17,3,A1GT4NK0VO5RFQ
TPCCHT-000010-7,3,A1GT4NK0VO5RFQ
ATTENTION-CHECK-39WSF6KUW76ANOMVLGP1Z4LZBX5EOW-5,1,A1GT4NK0VO5RFQ
TPCCHT-000008-9,4,A3PRQ2GSU42718
MPATHY-000112-0006,1,A3PRQ2GSU42718
TPCCHT-000009-17,4,A3PRQ2GSU42718
TPCCHT-000010-7,3,A3PRQ2GSU42718
ATTENTION-CHECK-39WSF6KUW76ANOMVLGP1Z4LZBX5EOW-5,1,A3PRQ2GSU42718
TPCCHT-000015-6,3,A12ATVBE1I4567
MPATHY-000113-0004,4,A12ATVBE1I4567
TPCCHT-000009-21,4,A12ATVBE1I4567
TPCCHT-000001-20,3,A12ATVBE1I4567
ATTENTION-CHECK-302OLP89E4S6OM8GF6EO8L1R14OCA2-5,2,A12ATVBE1I4567
TPCCHT-000015-6,4,A18T9V3QVDOGCY
MPATHY-000113-0004,3,A18T9V3QVDOGCY
TPCCHT-000009-21,4,A18T9V3QVDOGCY
TPCCHT-000001-20,3,A18T9V3QVDOGCY
ATTENTION-CHECK-302OLP89E4S6OM8GF6EO8L1R14OCA2-5,1,A18T9V3QVDOGCY
TPCCHT-000015-6,3,A2QSQ6IAQCF3GW
MPATHY-000113-0004,4,A2QSQ6IAQCF3GW
TPCCHT-000009-21,3,A2QSQ6IAQCF3GW
TPCCHT-000001-20,4,A2QSQ6IAQCF3GW
ATTENTION-CHECK-302OLP89E4S6OM8GF6EO8L1R14OCA2-5,3,A2QSQ6IAQCF3GW
TPCCHT-000015-6,4,A217EABA3OH0KL
MPATHY-000113-0004,4,A217EABA3OH0KL
TPCCHT-000009-21,4,A217EABA3OH0KL
TPCCHT-000001-20,2,A217EABA3OH0KL
ATTENTION-CHECK-302OLP89E4S6OM8GF6EO8L1R14OCA2-5,1,A217EABA3OH0KL
TPCCHT-000015-6,4,A33B85TN97HQ33
MPATHY-000113-0004,4,A33B85TN97HQ33
TPCCHT-000009-21,4,A33B85TN97HQ33
TPCCHT-000001-20,1,A33B85TN97HQ33
ATTENTION-CHECK-302OLP89E4S6OM8GF6EO8L1R14OCA2-5,3,A33B85TN97HQ33
TPCCHT-000003-15,3,A12ATVBE1I4567
MPATHY-000049-0002,4,A12ATVBE1I4567
TPCCHT-000014-9,3,A12ATVBE1I4567
TPCCHT-000010-15,4,A12ATVBE1I4567
TPCCHT-000014-10,2,A12ATVBE1I4567
TPCCHT-000003-15,4,A11YEGD0RQ9AF9
MPATHY-000049-0002,3,A11YEGD0RQ9AF9
TPCCHT-000014-9,4,A11YEGD0RQ9AF9
TPCCHT-000010-15,3,A11YEGD0RQ9AF9
TPCCHT-000014-10,4,A11YEGD0RQ9AF9
TPCCHT-000003-15,4,A351IXEGN07W7G
MPATHY-000049-0002,4,A351IXEGN07W7G
TPCCHT-000014-9,4,A351IXEGN07W7G
TPCCHT-000010-15,3,A351IXEGN07W7G
TPCCHT-000014-10,1,A351IXEGN07W7G
TPCCHT-000003-15,4,A30SJEDQ9FHUG6
MPATHY-000049-0002,4,A30SJEDQ9FHUG6
TPCCHT-000014-9,3,A30SJEDQ9FHUG6
TPCCHT-000010-15,2,A30SJEDQ9FHUG6
TPCCHT-000014-10,3,A30SJEDQ9FHUG6
TPCCHT-000003-15,4,A1HBZQTYFRGCRG
MPATHY-000049-0002,4,A1HBZQTYFRGCRG
TPCCHT-000014-9,4,A1HBZQTYFRGCRG
TPCCHT-000010-15,3,A1HBZQTYFRGCRG
TPCCHT-000014-10,2,A1HBZQTYFRGCRG
TPCCHT-000001-9,3,A12ATVBE1I4567
MPATHY-000060-0002,4,A12ATVBE1I4567
ATTENTION-CHECK-3KI0JD2ZV63ZP31HYCP1CU7R4A776E-3,2,A12ATVBE1I4567
TPCCHT-000020-20,4,A12ATVBE1I4567
MPATHY-000001-0005,1,A12ATVBE1I4567
TPCCHT-000001-9,2,A384EFVY03N5KE
MPATHY-000060-0002,4,A384EFVY03N5KE
ATTENTION-CHECK-3KI0JD2ZV63ZP31HYCP1CU7R4A776E-3,1,A384EFVY03N5KE
TPCCHT-000020-20,4,A384EFVY03N5KE
MPATHY-000001-0005,1,A384EFVY03N5KE
TPCCHT-000001-9,1,A1GV1WGA3W6CLG
MPATHY-000060-0002,4,A1GV1WGA3W6CLG
ATTENTION-CHECK-3KI0JD2ZV63ZP31HYCP1CU7R4A776E-3,4,A1GV1WGA3W6CLG
TPCCHT-000020-20,4,A1GV1WGA3W6CLG
MPATHY-000001-0005,1,A1GV1WGA3W6CLG
TPCCHT-000001-9,4,A11YEGD0RQ9AF9
MPATHY-000060-0002,3,A11YEGD0RQ9AF9
ATTENTION-CHECK-3KI0JD2ZV63ZP31HYCP1CU7R4A776E-3,4,A11YEGD0RQ9AF9
TPCCHT-000020-20,3,A11YEGD0RQ9AF9
MPATHY-000001-0005,4,A11YEGD0RQ9AF9
TPCCHT-000001-9,1,AY3W2L53R7EL3
MPATHY-000060-0002,4,AY3W2L53R7EL3
ATTENTION-CHECK-3KI0JD2ZV63ZP31HYCP1CU7R4A776E-3,1,AY3W2L53R7EL3
TPCCHT-000020-20,4,AY3W2L53R7EL3
MPATHY-000001-0005,1,AY3W2L53R7EL3
TPCCHT-000021-13,4,A12ATVBE1I4567
MPATHY-000093-0003,4,A12ATVBE1I4567
MPATHY-000034-0003,4,A12ATVBE1I4567
MPATHY-000112-0003,3,A12ATVBE1I4567
ATTENTION-CHECK-3PN6H8C9S9BGTEEUF29ZSRJ9M40AD0-5,2,A12ATVBE1I4567
TPCCHT-000021-13,2,A3PJLANVHZPRVO
MPATHY-000093-0003,4,A3PJLANVHZPRVO
MPATHY-000034-0003,4,A3PJLANVHZPRVO
MPATHY-000112-0003,4,A3PJLANVHZPRVO
ATTENTION-CHECK-3PN6H8C9S9BGTEEUF29ZSRJ9M40AD0-5,2,A3PJLANVHZPRVO
TPCCHT-000021-13,4,A39SK1E6IMQBD5
MPATHY-000093-0003,4,A39SK1E6IMQBD5
MPATHY-000034-0003,4,A39SK1E6IMQBD5
MPATHY-000112-0003,4,A39SK1E6IMQBD5
ATTENTION-CHECK-3PN6H8C9S9BGTEEUF29ZSRJ9M40AD0-5,1,A39SK1E6IMQBD5
TPCCHT-000021-13,3,A3914P24XPNPY3
MPATHY-000093-0003,3,A3914P24XPNPY3
MPATHY-000034-0003,4,A3914P24XPNPY3
MPATHY-000112-0003,3,A3914P24XPNPY3
ATTENTION-CHECK-3PN6H8C9S9BGTEEUF29ZSRJ9M40AD0-5,1,A3914P24XPNPY3
TPCCHT-000021-13,4,A18T9V3QVDOGCY
MPATHY-000093-0003,4,A18T9V3QVDOGCY
MPATHY-000034-0003,4,A18T9V3QVDOGCY
MPATHY-000112-0003,4,A18T9V3QVDOGCY
ATTENTION-CHECK-3PN6H8C9S9BGTEEUF29ZSRJ9M40AD0-5,1,A18T9V3QVDOGCY
TPCCHT-000022-14,2,A12ATVBE1I4567
TPCCHT-000002-5,3,A12ATVBE1I4567
ATTENTION-CHECK-3126F2F5GDOS8OYW0G2GO4QPL21EPD-3,1,A12ATVBE1I4567
TPCCHT-000005-5,4,A12ATVBE1I4567
MPATHY-000117-0002,2,A12ATVBE1I4567
TPCCHT-000022-14,2,A1MS8GKOJWXZ0R
TPCCHT-000002-5,3,A1MS8GKOJWXZ0R
ATTENTION-CHECK-3126F2F5GDOS8OYW0G2GO4QPL21EPD-3,2,A1MS8GKOJWXZ0R
TPCCHT-000005-5,3,A1MS8GKOJWXZ0R
MPATHY-000117-0002,2,A1MS8GKOJWXZ0R
TPCCHT-000022-14,1,AP9FLILLQQRPD
TPCCHT-000002-5,1,AP9FLILLQQRPD
ATTENTION-CHECK-3126F2F5GDOS8OYW0G2GO4QPL21EPD-3,1,AP9FLILLQQRPD
TPCCHT-000005-5,2,AP9FLILLQQRPD
MPATHY-000117-0002,4,AP9FLILLQQRPD
TPCCHT-000022-14,1,A2QSQ6IAQCF3GW
TPCCHT-000002-5,2,A2QSQ6IAQCF3GW
ATTENTION-CHECK-3126F2F5GDOS8OYW0G2GO4QPL21EPD-3,1,A2QSQ6IAQCF3GW
TPCCHT-000005-5,4,A2QSQ6IAQCF3GW
MPATHY-000117-0002,3,A2QSQ6IAQCF3GW
TPCCHT-000022-14,4,A33B85TN97HQ33
TPCCHT-000002-5,4,A33B85TN97HQ33
ATTENTION-CHECK-3126F2F5GDOS8OYW0G2GO4QPL21EPD-3,1,A33B85TN97HQ33
TPCCHT-000005-5,4,A33B85TN97HQ33
MPATHY-000117-0002,4,A33B85TN97HQ33
TPCCHT-000007-18,2,A18NEZYV3S41DJ
MPATHY-000080-0003,4,A18NEZYV3S41DJ
MPATHY-000096-0006,1,A18NEZYV3S41DJ
TPCCHT-000013-9,3,A18NEZYV3S41DJ
MPATHY-000096-0004,4,A18NEZYV3S41DJ
TPCCHT-000007-18,4,AU26PZZBE7NKF
MPATHY-000080-0003,4,AU26PZZBE7NKF
MPATHY-000096-0006,2,AU26PZZBE7NKF
TPCCHT-000013-9,4,AU26PZZBE7NKF
MPATHY-000096-0004,4,AU26PZZBE7NKF
TPCCHT-000007-18,4,A351IXEGN07W7G
MPATHY-000080-0003,4,A351IXEGN07W7G
MPATHY-000096-0006,1,A351IXEGN07W7G
TPCCHT-000013-9,3,A351IXEGN07W7G
MPATHY-000096-0004,4,A351IXEGN07W7G
TPCCHT-000007-18,4,A1GT4NK0VO5RFQ
MPATHY-000080-0003,4,A1GT4NK0VO5RFQ
MPATHY-000096-0006,2,A1GT4NK0VO5RFQ
TPCCHT-000013-9,4,A1GT4NK0VO5RFQ
MPATHY-000096-0004,4,A1GT4NK0VO5RFQ
TPCCHT-000007-18,4,A33B85TN97HQ33
MPATHY-000080-0003,4,A33B85TN97HQ33
MPATHY-000096-0006,1,A33B85TN97HQ33
TPCCHT-000013-9,4,A33B85TN97HQ33
MPATHY-000096-0004,4,A33B85TN97HQ33
ATTENTION-CHECK-3YLPJ8OXYDYFPV3UX10K9V01ACG4XL-1,1,A2K3RY63E2Y45R
MPATHY-000061-0002,4,A2K3RY63E2Y45R
MPATHY-000046-0003,4,A2K3RY63E2Y45R
TPCCHT-000008-17,4,A2K3RY63E2Y45R
MPATHY-000034-0004,4,A2K3RY63E2Y45R
ATTENTION-CHECK-3YLPJ8OXYDYFPV3UX10K9V01ACG4XL-1,1,A33B85TN97HQ33
MPATHY-000061-0002,4,A33B85TN97HQ33
MPATHY-000046-0003,4,A33B85TN97HQ33
TPCCHT-000008-17,4,A33B85TN97HQ33
MPATHY-000034-0004,4,A33B85TN97HQ33
ATTENTION-CHECK-3YLPJ8OXYDYFPV3UX10K9V01ACG4XL-1,3,A1NUW3AISE7RZC
MPATHY-000061-0002,2,A1NUW3AISE7RZC
MPATHY-000046-0003,3,A1NUW3AISE7RZC
TPCCHT-000008-17,2,A1NUW3AISE7RZC
MPATHY-000034-0004,2,A1NUW3AISE7RZC
ATTENTION-CHECK-3YLPJ8OXYDYFPV3UX10K9V01ACG4XL-1,1,A217EABA3OH0KL
MPATHY-000061-0002,4,A217EABA3OH0KL
MPATHY-000046-0003,4,A217EABA3OH0KL
TPCCHT-000008-17,4,A217EABA3OH0KL
MPATHY-000034-0004,4,A217EABA3OH0KL
ATTENTION-CHECK-3YLPJ8OXYDYFPV3UX10K9V01ACG4XL-1,1,A3OEBKV5E77PQU
MPATHY-000061-0002,2,A3OEBKV5E77PQU
MPATHY-000046-0003,3,A3OEBKV5E77PQU
TPCCHT-000008-17,2,A3OEBKV5E77PQU
MPATHY-000034-0004,2,A3OEBKV5E77PQU
TPCCHT-000005-20,1,A3914P24XPNPY3
ATTENTION-CHECK-3IKMEYR0M1GZ2HP0U427QMV1UP5K2G-2,2,A3914P24XPNPY3
TPCCHT-000003-22,4,A3914P24XPNPY3
MPATHY-000082-0002,2,A3914P24XPNPY3
TPCCHT-000003-19,3,A3914P24XPNPY3
TPCCHT-000005-20,4,A3PRQ2GSU42718
ATTENTION-CHECK-3IKMEYR0M1GZ2HP0U427QMV1UP5K2G-2,1,A3PRQ2GSU42718
TPCCHT-000003-22,4,A3PRQ2GSU42718
MPATHY-000082-0002,1,A3PRQ2GSU42718
TPCCHT-000003-19,4,A3PRQ2GSU42718
TPCCHT-000005-20,4,A30SJEDQ9FHUG6
ATTENTION-CHECK-3IKMEYR0M1GZ2HP0U427QMV1UP5K2G-2,4,A30SJEDQ9FHUG6
TPCCHT-000003-22,4,A30SJEDQ9FHUG6
MPATHY-000082-0002,1,A30SJEDQ9FHUG6
TPCCHT-000003-19,4,A30SJEDQ9FHUG6
TPCCHT-000005-20,3,A2K3RY63E2Y45R
ATTENTION-CHECK-3IKMEYR0M1GZ2HP0U427QMV1UP5K2G-2,1,A2K3RY63E2Y45R
TPCCHT-000003-22,4,A2K3RY63E2Y45R
MPATHY-000082-0002,1,A2K3RY63E2Y45R
TPCCHT-000003-19,4,A2K3RY63E2Y45R
TPCCHT-000005-20,2,AHYMROQDBR2G4
ATTENTION-CHECK-3IKMEYR0M1GZ2HP0U427QMV1UP5K2G-2,2,AHYMROQDBR2G4
TPCCHT-000003-22,4,AHYMROQDBR2G4
MPATHY-000082-0002,4,AHYMROQDBR2G4
TPCCHT-000003-19,4,AHYMROQDBR2G4
TPCCHT-000004-19,4,A18T9V3QVDOGCY
MPATHY-000021-0002,4,A18T9V3QVDOGCY
ATTENTION-CHECK-3S1L4CQSG2QDRYSQ684PGRMUYHGAFB-3,1,A18T9V3QVDOGCY
TPCCHT-000008-3,1,A18T9V3QVDOGCY
MPATHY-000071-0003,4,A18T9V3QVDOGCY
TPCCHT-000004-19,3,A2K3RY63E2Y45R
MPATHY-000021-0002,1,A2K3RY63E2Y45R
ATTENTION-CHECK-3S1L4CQSG2QDRYSQ684PGRMUYHGAFB-3,2,A2K3RY63E2Y45R
TPCCHT-000008-3,1,A2K3RY63E2Y45R
MPATHY-000071-0003,4,A2K3RY63E2Y45R
TPCCHT-000004-19,4,A33B85TN97HQ33
MPATHY-000021-0002,4,A33B85TN97HQ33
ATTENTION-CHECK-3S1L4CQSG2QDRYSQ684PGRMUYHGAFB-3,4,A33B85TN97HQ33
TPCCHT-000008-3,1,A33B85TN97HQ33
MPATHY-000071-0003,4,A33B85TN97HQ33
TPCCHT-000004-19,1,AHYMROQDBR2G4
MPATHY-000021-0002,3,AHYMROQDBR2G4
ATTENTION-CHECK-3S1L4CQSG2QDRYSQ684PGRMUYHGAFB-3,1,AHYMROQDBR2G4
TPCCHT-000008-3,2,AHYMROQDBR2G4
MPATHY-000071-0003,2,AHYMROQDBR2G4
TPCCHT-000004-19,3,A1NUW3AISE7RZC
MPATHY-000021-0002,4,A1NUW3AISE7RZC
ATTENTION-CHECK-3S1L4CQSG2QDRYSQ684PGRMUYHGAFB-3,3,A1NUW3AISE7RZC
TPCCHT-000008-3,2,A1NUW3AISE7RZC
MPATHY-000071-0003,3,A1NUW3AISE7RZC
TPCCHT-000000-20,1,A1MS8GKOJWXZ0R
MPATHY-000107-0003,3,A1MS8GKOJWXZ0R
ATTENTION-CHECK-33KMQD9OGOZIT3FMHMUTI87NZLR77D-3,2,A1MS8GKOJWXZ0R
TPCCHT-000021-18,4,A1MS8GKOJWXZ0R
MPATHY-000030-0004,2,A1MS8GKOJWXZ0R
TPCCHT-000000-20,4,A3HSR4I3M0J0XW
MPATHY-000107-0003,4,A3HSR4I3M0J0XW
ATTENTION-CHECK-33KMQD9OGOZIT3FMHMUTI87NZLR77D-3,4,A3HSR4I3M0J0XW
TPCCHT-000021-18,4,A3HSR4I3M0J0XW
MPATHY-000030-0004,4,A3HSR4I3M0J0XW
TPCCHT-000000-20,2,AU26PZZBE7NKF
MPATHY-000107-0003,4,AU26PZZBE7NKF
ATTENTION-CHECK-33KMQD9OGOZIT3FMHMUTI87NZLR77D-3,1,AU26PZZBE7NKF
TPCCHT-000021-18,4,AU26PZZBE7NKF
MPATHY-000030-0004,1,AU26PZZBE7NKF
TPCCHT-000000-20,3,A11YEGD0RQ9AF9
MPATHY-000107-0003,4,A11YEGD0RQ9AF9
ATTENTION-CHECK-33KMQD9OGOZIT3FMHMUTI87NZLR77D-3,3,A11YEGD0RQ9AF9
TPCCHT-000021-18,4,A11YEGD0RQ9AF9
MPATHY-000030-0004,3,A11YEGD0RQ9AF9
TPCCHT-000000-20,4,A2QSQ6IAQCF3GW
MPATHY-000107-0003,4,A2QSQ6IAQCF3GW
ATTENTION-CHECK-33KMQD9OGOZIT3FMHMUTI87NZLR77D-3,1,A2QSQ6IAQCF3GW
TPCCHT-000021-18,3,A2QSQ6IAQCF3GW
MPATHY-000030-0004,1,A2QSQ6IAQCF3GW
MPATHY-000089-0003,2,A11YEGD0RQ9AF9
MPATHY-000122-0003,4,A11YEGD0RQ9AF9
MPATHY-000064-0002,2,A11YEGD0RQ9AF9
ATTENTION-CHECK-37G6BXQPMV6D80ZB0TH5O9GZQYNEQ4-4,4,A11YEGD0RQ9AF9
MPATHY-000115-0002,2,A11YEGD0RQ9AF9
MPATHY-000089-0003,2,A2M9K08I66YIZ3
MPATHY-000122-0003,3,A2M9K08I66YIZ3
MPATHY-000064-0002,3,A2M9K08I66YIZ3
ATTENTION-CHECK-37G6BXQPMV6D80ZB0TH5O9GZQYNEQ4-4,3,A2M9K08I66YIZ3
MPATHY-000115-0002,2,A2M9K08I66YIZ3
MPATHY-000089-0003,4,A1RI7QA7FX6I6I
MPATHY-000122-0003,4,A1RI7QA7FX6I6I
MPATHY-000064-0002,4,A1RI7QA7FX6I6I
ATTENTION-CHECK-37G6BXQPMV6D80ZB0TH5O9GZQYNEQ4-4,1,A1RI7QA7FX6I6I
MPATHY-000115-0002,4,A1RI7QA7FX6I6I
MPATHY-000089-0003,3,AHYMROQDBR2G4
MPATHY-000122-0003,3,AHYMROQDBR2G4
MPATHY-000064-0002,1,AHYMROQDBR2G4
ATTENTION-CHECK-37G6BXQPMV6D80ZB0TH5O9GZQYNEQ4-4,1,AHYMROQDBR2G4
MPATHY-000115-0002,2,AHYMROQDBR2G4
MPATHY-000089-0003,1,A33B85TN97HQ33
MPATHY-000122-0003,4,A33B85TN97HQ33
MPATHY-000064-0002,4,A33B85TN97HQ33
ATTENTION-CHECK-37G6BXQPMV6D80ZB0TH5O9GZQYNEQ4-4,1,A33B85TN97HQ33
MPATHY-000115-0002,4,A33B85TN97HQ33
TPCCHT-000012-17,4,ATJVY9O4CY5EX
TPCCHT-000016-9,3,ATJVY9O4CY5EX
MPATHY-000099-0002,4,ATJVY9O4CY5EX
ATTENTION-CHECK-3XUSYT70JYMKS1GCN0C63L7WDIO0DZ-4,1,ATJVY9O4CY5EX
TPCCHT-000014-15,1,ATJVY9O4CY5EX
TPCCHT-000012-17,4,A11YEGD0RQ9AF9
TPCCHT-000016-9,3,A11YEGD0RQ9AF9
MPATHY-000099-0002,4,A11YEGD0RQ9AF9
ATTENTION-CHECK-3XUSYT70JYMKS1GCN0C63L7WDIO0DZ-4,3,A11YEGD0RQ9AF9
TPCCHT-000014-15,4,A11YEGD0RQ9AF9
TPCCHT-000012-17,4,A3PRQ2GSU42718
TPCCHT-000016-9,4,A3PRQ2GSU42718
MPATHY-000099-0002,4,A3PRQ2GSU42718
ATTENTION-CHECK-3XUSYT70JYMKS1GCN0C63L7WDIO0DZ-4,1,A3PRQ2GSU42718
TPCCHT-000014-15,1,A3PRQ2GSU42718
TPCCHT-000012-17,4,A217EABA3OH0KL
TPCCHT-000016-9,3,A217EABA3OH0KL
MPATHY-000099-0002,4,A217EABA3OH0KL
ATTENTION-CHECK-3XUSYT70JYMKS1GCN0C63L7WDIO0DZ-4,1,A217EABA3OH0KL
TPCCHT-000014-15,1,A217EABA3OH0KL
TPCCHT-000012-17,4,A1GT4NK0VO5RFQ
TPCCHT-000016-9,4,A1GT4NK0VO5RFQ
MPATHY-000099-0002,4,A1GT4NK0VO5RFQ
ATTENTION-CHECK-3XUSYT70JYMKS1GCN0C63L7WDIO0DZ-4,1,A1GT4NK0VO5RFQ
TPCCHT-000014-15,1,A1GT4NK0VO5RFQ
MPATHY-000030-0005,4,A1GV1WGA3W6CLG
TPCCHT-000008-16,1,A1GV1WGA3W6CLG
MPATHY-000107-0002,4,A1GV1WGA3W6CLG
MPATHY-000123-0002,3,A1GV1WGA3W6CLG
TPCCHT-000022-5,1,A1GV1WGA3W6CLG
MPATHY-000030-0005,4,A1Q3ESI4TUIW36
TPCCHT-000008-16,1,A1Q3ESI4TUIW36
MPATHY-000107-0002,4,A1Q3ESI4TUIW36
MPATHY-000123-0002,4,A1Q3ESI4TUIW36
TPCCHT-000022-5,1,A1Q3ESI4TUIW36
MPATHY-000030-0005,4,A1RI7QA7FX6I6I
TPCCHT-000008-16,1,A1RI7QA7FX6I6I
MPATHY-000107-0002,4,A1RI7QA7FX6I6I
MPATHY-000123-0002,4,A1RI7QA7FX6I6I
TPCCHT-000022-5,2,A1RI7QA7FX6I6I
MPATHY-000030-0005,4,A217EABA3OH0KL
TPCCHT-000008-16,1,A217EABA3OH0KL
MPATHY-000107-0002,4,A217EABA3OH0KL
MPATHY-000123-0002,4,A217EABA3OH0KL
TPCCHT-000022-5,1,A217EABA3OH0KL
MPATHY-000030-0005,3,A1NUW3AISE7RZC
TPCCHT-000008-16,2,A1NUW3AISE7RZC
MPATHY-000107-0002,3,A1NUW3AISE7RZC
MPATHY-000123-0002,4,A1NUW3AISE7RZC
TPCCHT-000022-5,2,A1NUW3AISE7RZC
MPATHY-000109-0002,2,A11YEGD0RQ9AF9
TPCCHT-000020-17,4,A11YEGD0RQ9AF9
TPCCHT-000021-17,3,A11YEGD0RQ9AF9
ATTENTION-CHECK-356TQKY9YKIMTHK5RRMZW83IA5X780-4,4,A11YEGD0RQ9AF9
MPATHY-000108-0003,2,A11YEGD0RQ9AF9
MPATHY-000109-0002,1,A2K3RY63E2Y45R
TPCCHT-000020-17,4,A2K3RY63E2Y45R
TPCCHT-000021-17,4,A2K3RY63E2Y45R
ATTENTION-CHECK-356TQKY9YKIMTHK5RRMZW83IA5X780-4,1,A2K3RY63E2Y45R
MPATHY-000108-0003,4,A2K3RY63E2Y45R
MPATHY-000109-0002,1,A1RI7QA7FX6I6I
TPCCHT-000020-17,4,A1RI7QA7FX6I6I
TPCCHT-000021-17,4,A1RI7QA7FX6I6I
ATTENTION-CHECK-356TQKY9YKIMTHK5RRMZW83IA5X780-4,1,A1RI7QA7FX6I6I
MPATHY-000108-0003,4,A1RI7QA7FX6I6I
MPATHY-000109-0002,1,A2QSQ6IAQCF3GW
TPCCHT-000020-17,2,A2QSQ6IAQCF3GW
TPCCHT-000021-17,3,A2QSQ6IAQCF3GW
ATTENTION-CHECK-356TQKY9YKIMTHK5RRMZW83IA5X780-4,2,A2QSQ6IAQCF3GW
MPATHY-000108-0003,4,A2QSQ6IAQCF3GW
